Country Code,Country,State Code,State,District,Net Groundwater Availability,Projected demand for Domestic and Industrial uses upto 2025,Net Ground Water Availability for Future Irrigation use
1,INDIA,26,ORISSA,BALESHWAR,,,
1,INDIA,26,ORISSA,BARAGARH,,,
1,INDIA,26,ORISSA,BHADRAK,,,
1,INDIA,26,ORISSA,BALANGIR,,,
1,INDIA,26,ORISSA,BAUDA,,,
1,INDIA,26,ORISSA,CUTTACK,,,
1,INDIA,26,ORISSA,DEOGARH,,,
1,INDIA,26,ORISSA,DHENKANAL,,,
1,INDIA,26,ORISSA,GAJAPATHI,,,
1,INDIA,26,ORISSA,GANJAM,,,
1,INDIA,26,ORISSA,JAGATSINGHAPUR,,,
1,INDIA,26,ORISSA,JAJAPUR,,,
1,INDIA,26,ORISSA,JHARSUGUDA,,,
1,INDIA,26,ORISSA,KALAHANDI,,,
1,INDIA,26,ORISSA,KANDHAMAL,,,
1,INDIA,26,ORISSA,KENDRAPARHA,,,
1,INDIA,26,ORISSA,KENDUJHAR,,,
1,INDIA,26,ORISSA,KHORDHA,,,
1,INDIA,26,ORISSA,KORAPUT,,,
1,INDIA,26,ORISSA,MALKANGIRI,,,
1,INDIA,26,ORISSA,MAYURBHANJ,,,
1,INDIA,26,ORISSA,NABARANGAPUR,,,
1,INDIA,26,ORISSA,NAYAGARH,,,
1,INDIA,26,ORISSA,NUAPARHA,,,
1,INDIA,26,ORISSA,PURI,,,
1,INDIA,26,ORISSA,RAYAGARHA,,,
1,INDIA,26,ORISSA,SAMBALPUR,,,
1,INDIA,26,ORISSA,SUBARNAPUR,,,
1,INDIA,26,ORISSA,SUNDARGARH,,,
1,INDIA,28,PUNJAB,AMRITSAR,,,
1,INDIA,28,PUNJAB,BARNALA,,,
1,INDIA,28,PUNJAB,BATHINDA,,,
1,INDIA,28,PUNJAB,FARIDKOT,,,
1,INDIA,28,PUNJAB,FATEHGARH SAHIB,,,
1,INDIA,28,PUNJAB,FIROZPUR,,,
1,INDIA,28,PUNJAB,GURDASPUR,,,
1,INDIA,28,PUNJAB,HOSHIARPUR,,,
1,INDIA,28,PUNJAB,JALANDHAR,,,
1,INDIA,28,PUNJAB,KAPURTHALA,,,
1,INDIA,28,PUNJAB,LUDHIANA,,,
